Drug_ID,Food,Recommendation,Time,Recommendation_text
DB00400,alcohol,Avoid,,Avoid alcohol.
DB00400,fat,Take,,Take with a high fat meal.
DB00401,grapefruit_products,Avoid,,Avoid grapefruit products.
DB00402,alcohol,Avoid,,Avoid alcohol.
DB00404,grapefruit_products,Avoid,,Avoid grapefruit products.
DB00404,caffeine,Limit,,Limit caffeine intake.
DB00404,food,Take,,"Take with or without food. Food increases the Cmax of extended release alprazolam by 25%, but the AUC and half life are not affected."
DB00407,ginseng,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic."
DB00407,ginkgo,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic."
DB00407,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic."
DB00407,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic."
DB00408,alcohol,Avoid,,Avoid alcohol.
DB00408,food,Take,,Take with food. Food reduces irritation.
DB00412,food,Take,,Take with or without food.
DB00413,food,Take,,Take with or without food. Food decreases the risk of GI side effects.
DB00414,alcohol,Avoid,,Avoid alcohol.
DB00414,food,Take,,Take with or without food. The absorption is unaffected by food.
DB00415,food,Do_not_take,,Take on an empty stomach.
DB00417,food,Do_not_take,1 hour before or 2 hours after,Take on an empty stomach. Absorption is increased 1 hour before or 2 hours after food.
DB00418,alcohol,Avoid,,Avoid alcohol. Taking with alcohol may cause additive CNS depression.
DB00418,food,Do_not_take,,Take on an empty stomach. This may increase the rate of absorption.
DB00419,,Take,same time every day,Take at the same time every day.
DB00419,food,Take,,Take with or without food.
DB00420,alcohol,Avoid,,Avoid alcohol. Additive CNS depression may occur if alcohol is consumed.
DB00421,alcohol,Avoid,,Avoid alcohol.
DB00421,food,Take,,Take with or without food. Food increases the bioavailability of spironolactone by nearly 100%. It should be taken at a consistent time in regards to food. Foods containing high levels of potassium should be avoided.
DB00422,food,Take,,Take with or without food. Patients may take methylphenidate with food to alleviate GI upset.
DB00423,alcohol,Avoid,,Avoid alcohol.
DB00423,food,Take,,Take with or without food. The absorption is unaffected by food.
DB00424,food,Take,30-60 minutes before,Take before a meal. Take 30-60 minutes before a meal.
DB00424,antacids,Take,,Take separate from antacids. Take oral hyoscyamine before meals and antacids after meals.
DB00425,alcohol,Avoid,,Avoid alcohol.
DB00425,food,Take,,Take separate from meals. This drug should not be administered with or immediately after a meal.
DB00426,food,Take,,Take with or without food. The absorption is unaffected by food.
DB00431,alcohol,Avoid,,Avoid excessive or chronic alcohol consumption.
DB00432,food,Take,,Take with food.
DB00433,alcohol,Avoid,,Avoid alcohol. The drug may intensify or prolong the action of central nervous system depressants.
DB00436,food,Take,,Take with food. Food increases bioavailability.
DB00437,alcohol,Avoid,,Avoid alcohol.
DB00437,water,Take,,Take with a full glass of water.
DB00437,food,Take,,Take with food.
DB00439,grapefruit_products,Avoid,,Avoid grapefruit products.
DB00439,food,Take,,Take with or without food. The absorption is unaffected by food.
DB00442,food,Do_not_take,2 hours before or 2 hours after,Take on an empty stomach. Take 2 hours before or 2 hours after a meal.
DB00446,food,Do_not_take,,Take on an empty stomach.
DB00447,food,Do_not_take,,Take on an empty stomach. Food decreases absorption.
DB00448,food,Take,30-60 minutes before,Take before a meal. Take 30-60 minutes before meals.
DB00451,calcium,Avoid,,Avoid calcium supplements/calcium rich foods. Calcium may interfere with the absorption of this drug by forming an insoluble complex. Separate medication administration by at least 4 hours.
DB00451,grapefruit_products,Avoid,,Avoid grapefruit products. Grapefruit may delay the absorption of this medication.
DB00451,iron_supplements,Avoid,,Avoid iron supplements. Iron may interfere with the absorption of this drug by forming an insoluble complex. Separate medication administration by at least 4 hours.
DB00451,magnesium,Avoid,,"Avoid multivalent ions. Examples include iron, magnesium, and calcium. These are often found in antacids, vitamins, and supplements-separate medication administration by at least 4 hours."
DB00451,calcium,Avoid,,"Avoid multivalent ions. Examples include iron, magnesium, and calcium. These are often found in antacids, vitamins, and supplements-separate medication administration by at least 4 hours."
DB00451,vitamins,Avoid,,"Avoid multivalent ions. Examples include iron, magnesium, and calcium. These are often found in antacids, vitamins, and supplements-separate medication administration by at least 4 hours."
DB00451,food,Do_not_take,,Take on an empty stomach. Levothyroxine should be taken on an empty stomach 30-60 minutes prior to the first meal of the day.
DB00454,alcohol,Avoid,,Avoid alcohol.
DB00454,food,Take,,Take with or without food. Food does not significantly affect absorption.
DB00457,alcohol,Avoid,,Avoid alcohol.
DB00457,licorice,Avoid,,Avoid natural licorice.
DB00457,food,Take,,Take with or without food. The absorption is unaffected by food.
DB00458,alcohol,Avoid,,Avoid alcohol.
DB00458,St_Johns_Wort,Avoid,,Avoid St John's Wort.
DB00458,high_fiber_foods,Do_not_take,,Do not take with bran and high fiber foods.
DB00458,caffeine,Limit,,Limit caffeine intake.
DB00458,food,Take,,Take with food.
DB00459,food,Take,,Take with food. Taking acitretin with the main meal of the day improves oral absorption.
DB00461,alcohol,Avoid,,Avoid alcohol. Alcohol use may aggravate the gastrointestinal irritation caused by this drug.
DB00461,food,Take,,Take with food. Food increases the rate of absorption.
DB00462,food,Take,30 minutes before,Take before a meal. Take methscopolamine bromide 30 minutes before meals and at bedtime for optimal therapeutic effect.
DB00465,food,Take,,Take with food. Food reduces GI irritation.
DB00468,food,Take,,Take with food. Food reduces irritation.
DB00469,food,Take,,Take with food. Food may minimize stomach upset caused by tenoxicam.
DB00470,alcohol,Avoid,,"Avoid alcohol. Patients with a history of substance abuse or dependence, including marijuana or alcohol, may be more likely to abuse SYNDROS as well."
DB00470,food,Take,30 minutes before,"Take before a meal. Because food delays the absorption of SYNDROS, administer the first dose on an empty stomach at least 30 minutes before eating."
DB00471,food,Take,,Take with or without food. The absorption is unaffected by food.
DB00472,alcohol,Avoid,,Avoid alcohol.
DB00472,food,Take,,Take with or without food.
DB00474,alcohol,Avoid,,Avoid alcohol. Alcohol intake may cause additive CNS depressant effects.
DB00475,alcohol,Avoid,,Avoid alcohol.
DB00475,food,Take,,Take with or without food. The absorption is unaffected by food.
DB00476,food,Take,,Take with or without food. Do not sprinkle the contents of the capsules on food/liquids.
DB00477,alcohol,Avoid,,Avoid alcohol.
DB00477,food,Take,,Take with food. Food reduces irritation.
DB00480,,Take,same time every day,Take at the same time every day. Skip the missed dose if it has been more than 12 hours since your regular time.
DB00480,food,Take,,"Take with or without food. High-fat meals decrease absorption, but not to a clinically significant extent."
DB00481,alcohol,Avoid,,Avoid excessive or chronic alcohol consumption. Excessive and chronic alcohol consumption may be associated with vitamin D deficiency.
DB00481,food,Take,,Take with or without food. The absorption is unaffected by food.
DB00482,ions,Avoid,,Avoid multivalent ions. Separate the administration of aluminum and magnesium containing drugs by several hours.
DB00482,food,Take,,"Take with or without food. Doses up to 200 mg can be taken without regard to food, but doses of 400mg or higher should be taken with food."
DB00484,alcohol,Avoid,,Avoid alcohol. Alcohol intake may potentially lead to additive CNS depressant effects.
DB00485,food,Do_not_take,,Take on an empty stomach. Food decreases bioavailability.
DB00486,alcohol,Avoid,,Avoid alcohol.
DB00486,food,Take,,Take with or without food. Food does not significantly affect absorption.
DB00488,food,Take,,Take after a meal. Take altretamine after meals and at bedtime.
DB00489,food,Take,,Take with or without food. Oral sotalol with a meal reduces absorption by 20%.
DB00490,alcohol,Avoid,,Avoid alcohol. Alcohol may cause additive CNS depressant effects.
DB00490,,Take,same time every day,Take at the same time every day. Take consistently at the same time in regard to meals.
DB00490,food,Take,,Take with or without food. Take drug always with or always without food in a consistent manner.
DB00491,food,Take,,Take with food. Take at the beginning of a meal.
DB00492,herb,Avoid,,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice)."
DB00492,salt intake,Limit,,Limit salt intake. Salt may attenuate the antihypertensive effect.
DB00492,antacids,Take,2 hours before or after,Take separate from antacids. Take at least 2 hours before or after antacids. Taking this medication with antacids can reduce absorption.Taking this medication with antacids can reduce absorption.
DB00492,food,Take,,Take with or without food. The absorption is unaffected by food.
DB00494,food,Take,,Take with or without food. The absorption is unaffected by food.
DB00495,food,Take,,Take with or without food. The administration of zidovudine with food causes a 28% reduction in the Cmax but does not affect the AUC.
DB00496,food,Take,,Take with or without food. The absorption is unaffected by food.
DB00497,alcohol,Avoid,,Avoid alcohol.
DB00497,food,Take,,Take with or without food. Food does not significantly affect absorption.
DB00498,ginseng,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic."
DB00498,ginkgo,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic."
DB00498,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic."
DB00498,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic."
DB00499,food,Take,,Take with or without food. The absorption is unaffected by food.
DB00500,food,Take,,"Take with or without food. Food (or milk) can decrease oral bioavailability by 16%. Tolmetin may be taken with food to reduce gastrointestinal upset, but it may reduce tolmetin serum levels by 50%."
DB00501,food,Take,,"Take with food. Food increases bioavailability. For prophylaxis of gastric symptoms, take cimetidine 30-60 minutes prior to food administration."
DB00502,alcohol,Avoid,,Avoid alcohol. Alcohol may potential hypotension and CNS adverse effects.
DB00507,food,Take,,Take with food. Food improves oral bioavailability.
DB00509,food,Take,,Take with or without food. The absorption is unaffected by food.
DB00512,food,Take,,Take with or without food.
DB00513,food,Take,,Take with or without food. The absorption is unaffected by food.
DB00514,food,Take,,Take with or without food. The absorption is unaffected by food.
DB00519,herb,Avoid,,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice)."
DB00519,salt intake,Limit,,Limit salt intake. Salt may attenuate the antihypertensive effect.
DB00519,food,Take,,Take with or without food. The absorption is unaffected by food.
DB00523,,Take,same time every day,Take at the same time every day.
DB00523,food,Take,,Take with food. Food increases the bioavailability of alitretinoin capsules.
DB00524,food,Take,,Take with food. Food reduces irritation.
DB00528,St_Johns_Wort,Exercise_caution,,"Exercise caution with St John's Wort. Lercanidipine is metabolized by CYP3A4, and St John's Wort is a CYP3A4 inducer."
DB00528,food,Do_not_take,15 minutes before,"Take on an empty stomach. Taking lercanidipine after meals increases its bioavailability, therefore lercanidipine should be taken least 15 minutes before meals."
DB00530,food,Do_not_take,1 hour before or 2 hours after,"Take on an empty stomach. Food increases erlotinib bioavailability, therefore administer at least 1 hour before or 2 hours after meals."
DB00531,fluids,Drink,,Drink plenty of fluids. Drink 2 to 3 liters of fluids a day.
